threads,run,integral,time_seconds,timestamp
7479,2,5.500539,0.301691,2025-05-14T03:52:39.343764
7479,3,5.500539,0.239623,2025-05-14T03:52:39.584908
7479,4,5.500539,0.41149,2025-05-14T03:52:39.997696
7479,5,5.500539,0.290969,2025-05-14T03:52:40.290236
8249,1,5.500539,0.395281,2025-05-14T03:52:40.687417
8249,2,5.500539,0.7123,2025-05-14T03:52:41.401570
8249,3,5.500539,0.566805,2025-05-14T03:52:41.971199
8249,4,5.500539,1.010758,2025-05-14T03:52:42.983871
8249,5,5.500539,0.970846,2025-05-14T03:52:43.956326
9099,1,5.500539,0.39052,2025-05-14T03:52:44.348145
9099,2,5.500539,0.500436,2025-05-14T03:52:44.850198
9099,3,5.500539,0.478766,2025-05-14T03:52:45.330653
9099,4,5.500539,3.218982,2025-05-14T03:52:48.551189
9099,5,5.500539,2.178382,2025-05-14T03:52:50.731785
10036,1,5.500539,0.7408,2025-05-14T03:52:51.473929
10036,2,5.500539,3.561814,2025-05-14T03:52:55.038141
10036,3,5.500539,4.146915,2025-05-14T03:52:59.186744
10036,4,5.500539,2.611178,2025-05-14T03:53:01.799550
10036,5,5.500539,3.950671,2025-05-14T03:53:05.751876
11069,1,5.500539,3.966659,2025-05-14T03:53:09.720333
11069,2,5.500539,1.780708,2025-05-14T03:53:11.502584
11069,3,5.500539,3.443339,2025-05-14T03:53:14.948633
11069,4,5.500539,1.776447,2025-05-14T03:53:16.727640
11069,5,5.500539,1.013785,2025-05-14T03:53:17.743064
12209,1,5.500539,1.995155,2025-05-14T03:53:19.739957
12209,2,5.500539,0.79079,2025-05-14T03:53:20.532181
12209,3,5.500539,1.173905,2025-05-14T03:53:21.707662
12209,4,5.500539,4.958489,2025-05-14T03:53:26.669511
12209,5,5.500539,2.748426,2025-05-14T03:53:29.419799
13467,1,5.500539,0.333825,2025-05-14T03:53:29.755107
13467,2,5.500539,0.386703,2025-05-14T03:53:30.143175
13467,3,5.500539,0.315965,2025-05-14T03:53:30.460659
13467,4,5.500539,0.344022,2025-05-14T03:53:30.806188
13467,5,5.500539,0.350053,2025-05-14T03:53:31.157783
14854,1,5.500539,0.609648,2025-05-14T03:53:31.768977
14854,2,5.500539,3.402402,2025-05-14T03:53:35.173167
14854,3,5.500539,0.533171,2025-05-14T03:53:35.708341
14854,4,5.500539,0.429128,2025-05-14T03:53:36.139043
14854,5,5.500539,2.65993,2025-05-14T03:53:38.800595
16384,1,5.500539,0.522149,2025-05-14T03:53:39.324389
16384,2,5.500539,0.50349,2025-05-14T03:53:39.829610
16384,3,5.500539,0.427419,2025-05-14T03:53:40.258569
16384,4,5.500539,0.433437,2025-05-14T03:53:40.693525
16384,5,5.500539,0.494733,2025-05-14T03:53:41.189788
